ids,gender,currenrl,compgrad,currlive,parbrkup,FAITH1,prayansr,miracle,comitgod,attreg,churtype,ATTEND1,ATHEIST1,WORKHRS1,socnet,SOCNET4,god,drink,drunk,smoke,pot,fight,trauma,future,GUILT1,meanless,body,lifesat,helpless,sad,accepted,alienate,invisibl,health,earnings,debt,agecats,bmi,employst
12461,Female,"Yes, enrolled in school",Three years of college,Your own place,0,Very,Yes,No,No,Yes,Lutheran,2-3 times a month,,0,Yes,About once a day,Yes,About once a week,Once or twice,Never,Never,Never,No,Very often,Rarely,Never,Somewhat unhappy,Agree,Disagree,Never,A lot,A little,None,Very good,"$2,000 or Less",No debt,21,20.17332458,In school only
12467,Male,"Yes, enrolled in school",Three years of college,Your own place,0,Very,No,No,No,Yes,Roman Catholic,Many times a year,,20,Yes,Several times a day,Yes,A few times a week,Once or twice,A few times a year,Never,Never,No,Very often,Rarely,Never,Very happy,Strongly agree,Strongly disagree,Never,A lot,None,None,Very good,"$4,001 - $6,000",No debt,21,26.44386482,Employed and school
12486,Male,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",1,Not very,No,Yes,No,No,,,Not religious,8,Yes,Several times a day,Unsure/Don't know,A few times a week,Once or twice,Never,Never,Never,Yes,Very often,Fairly often,Never,Somewhat happy,Agree,Agree,Rarely,A lot,A little,None,Poor,"$14,001 - $16,000",No debt,18,20.82850266,Employed and school
12490,Male,"No, not in school",12th grade,Your own place,1,Not important at all,No,No,No,Yes,Catholic,A few times a year,Something else,40,No,,No,A few times a week,Three or four times,Once a day or more,Never,Never,No,Fairly often,Fairly often,Sometimes,Somewhat happy,Agree,Agree,Rarely,Some,Some,A little,Very good,"$18,001 - $20,000",No debt,20,24.3897953,Active armed forces
12502,Female,"Yes, enrolled in school",Three years of college,Your parent's home,0,Very,Yes,Yes,Yes,Yes,Islamic,2-3 times a month,,45,No,,Yes,Never,,Never,Never,Never,Yes,Very often,Sometimes,Never,Very happy,Strongly agree,Disagree,Rarely,A lot,None,None,Excellent,"$14,001 - $16,000","$1,801 - $2,000",22,23.62528801,Employed and school
12521,Female,"No, not in school",Two years of college,Your parent's home,0,Extremely important,Yes,Yes,Yes,No,,,,30,Yes,Every few weeks,Yes,Never,,Never,Never,Never,No,Very often,Sometimes,Fairly often,Very unhappy,Agree,Agree,Sometimes,A little,A lot,A lot,Good,"$2,000 or Less",No debt,20,17.94813156,Employed
12535,Female,"Yes, enrolled in school",Four years of college/grad school,Your own place,0,Extremely important,Yes,No,Yes,Yes,Baptist,Once a week,,0,Yes,About once a day,Yes,Never,,Never,Never,Never,No,Very often,Never,Never,Very happy,Strongly agree,Strongly disagree,Never,A lot,None,None,Excellent,"$2,000 or Less",No debt,20,20.98025703,In school only
12565,Female,"Yes, enrolled in school",12th grade,Your parent's home,1,Not very,No,No,No,Yes,Catholic,A few times a year,,32,Yes,Three to five days a week,Yes,A few times a year,Never,Never,Never,Never,Yes,Very often,Very often,Rarely,Somewhat happy,Agree,Disagree,Rarely,A lot,A little,A little,Good,,$401 - $600,20,24.87200928,Employed and school
12569,Female,"Yes, enrolled in school",11th grade,Another person's home,1,Somewhat,No,Yes,No,Yes,Roman Catholic,A few times a year,,20,Yes,Several times a day,Yes,A few times a week,Three or four times,Never,Never,Never,No,Very often,Sometimes,Never,Somewhat happy,Strongly agree,Disagree,Rarely,A lot,None,None,Very good,"$4,001 - $6,000",No debt,18,27.45443726,Employed and school
12574,Male,"No, not in school",12th grade,Your parent's home,1,Very,No,No,Yes,Yes,Non-denominational Protestant,Once a week,,45,No,,Yes,Never,,Never,Never,Once or twice,Yes,Sometimes,Rarely,Never,Very happy,Agree,Disagree,Never,Some,None,None,Very good,"$4,001 - $6,000",No debt,18,19.51351357,Employed
12578,Male,"Yes, enrolled in school",Three years of college,Your parent's home,0,Not very,No,No,No,No,,,,15,Yes,Less than every few weeks,Yes,Never,,Never,Never,Never,No,Sometimes,Sometimes,Never,Very happy,Agree,Disagree,Rarely,Some,None,None,Very good,"$18,001 - $20,000",No debt,21,17.71096992,Employed and school
12582,Female,"Yes, enrolled in school",12th grade,Your parent's home,0,Very,Yes,No,Yes,Yes,Protestant,Once a week,,4,Yes,About once a day,Yes,A few times a year,Never,Never,Never,Never,Yes,Very often,Sometimes,Never,Very happy,Agree,Disagree,Rarely,A lot,None,None,Very good,"$4,001 - $6,000","$1,801 - $2,000",19,18.80212975,Employed and school
12601,Female,"Yes, enrolled in school",Two years of college,Your own place,0,Somewhat,No,Yes,No,No,,,,20,Yes,Several times a day,Unsure/Don't know,A few times a month,Never,Once a day or more,Never,Never,Yes,Very often,Sometimes,Never,Somewhat happy,Agree,Disagree,Rarely,A lot,None,None,Good,"$8,001 - $10,000","$2,801 - $3,000",20,19.58948517,Employed and school
12603,Female,"No, not in school",Three years of college,Your parent's home,3,Somewhat,No,Yes,No,Yes,Christian or just Christian,Once a month,,20,Yes,About once a day,Yes,A few times a week,Three or four times,Once a day or more,Never,Once or twice,Yes,Very often,Rarely,Never,Very happy,Disagree,Strongly disagree,Rarely,A lot,None,None,Very good,"$6,001 - $8,000","$801 - $1,000",22,24.23441505,Employed
12608,Female,"Yes, enrolled in school",One year of college,Your own place,1,Very,Yes,No,Yes,Yes,Baptist,More than once a week,,40,No,,Yes,About once a week,Five or more times,A few times a month,Never,More than five times,Yes,Very often,Sometimes,Never,Very happy,Agree,Disagree,Sometimes,Some,A little,None,Excellent,"$34,001 - $36,000",No debt,20,24.02832031,Employed and school
12611,Female,"No, not in school",11th grade,Your parent's home,0,Very,Yes,,Yes,No,,,,0,Yes,About once a day,Yes,Never,,Never,Never,Never,Yes,Very often,Sometimes,Never,Very happy,Agree,Disagree,Sometimes,None,None,None,Very good,No income,No debt,18,23.77471352,No school or work but looking
12618,Female,"Yes, enrolled in school",One year of vocational/technical school,Your own place,1,Very,Yes,No,No,Yes,Christian or just Christian,A few times a year,,40,Yes,Several times a day,Yes,A few times a week,Three or four times,Once a day or more,A few times a year,Never,No,Very often,Rarely,Never,Very happy,Strongly agree,Strongly disagree,Rarely,A lot,None,None,Very good,"$26,001 - $28,000",No debt,21,23.85668945,Employed and school
12630,Female,"No, not in school",9th grade,Your own place,0,Somewhat,Yes,Yes,Yes,Yes,,,,0,No,,Yes,Never,,Never,Never,Never,No,Very often,Never,Rarely,Somewhat unhappy,Agree,Agree,Sometimes,Some,Some,None,Excellent,,No debt,20,19.83740997,Out of labor force
12637,Male,"No, not in school",12th grade,Your own place,1,Not very,No,No,No,No,,,Not religious,45,Yes,Three to five days a week,Unsure/Don't know,A few times a week,Once or twice,Once a day or more,A few times a month,Never,No,Sometimes,Never,Never,Very happy,Strongly agree,Strongly disagree,Rarely,A lot,None,None,Very good,"$20,001 - $22,000",$201 - $400,21,21.28460121,Employed
12641,Male,"Yes, enrolled in school",Two years of college,Your own place,0,Somewhat,No,No,No,Yes,Catholic,Many times a year,,0,Yes,About once a day,Yes,About once a week,Once or twice,A few times a year,A few times a year,Never,No,Very often,Sometimes,Never,Somewhat happy,Strongly agree,Disagree,Sometimes,A lot,Some,None,Very good,"$4,001 - $6,000",No debt,20,27.79996109,In school only
12642,Male,"No, not in school",One year of college,Your parent's home,2,Very,No,No,Yes,Yes,Baptist,Many times a year,,25,Yes,Several times a day,Yes,A few times a week,Once or twice,Never,Never,Never,No,Very often,Sometimes,Never,Very happy,Strongly agree,Strongly disagree,Rarely,A lot,None,None,Very good,"$12,001 - $14,000","$801 - $1,000",22,23.75,Active armed forces
12645,Female,"Yes, enrolled in school",Two years of college,Your parent's home,0,Extremely important,Yes,Yes,Yes,Yes,Latter-day Saint(s),More than once a week,,0,Yes,Several times a day,Yes,Never,,Never,Never,Never,No,Very often,Never,Never,Very happy,Strongly agree,Disagree,Rarely,A lot,None,None,Very good,No income,"$1,801 - $2,000",20,21.14167976,In school only
12661,Female,"No, not in school",11th grade,Your parent's home,1,Very,Yes,Yes,No,No,,,Something else,35,No,,Yes,A few times a year,Once or twice,A few times a week,Never,Never,Yes,Very often,Sometimes,Rarely,Very happy,Strongly agree,Disagree,Sometimes,A little,Some,None,Good,"$4,001 - $6,000",No debt,19,29.2611866,Employed
12664,Male,"Yes, enrolled in school",11th grade,Your parent's home,0,Extremely important,Yes,Yes,Yes,Yes,Baptist,Once a week,,10,Yes,About once a day,Yes,Never,,Never,Never,Never,Yes,Very often,Sometimes,Never,Very happy,Strongly agree,Disagree,Rarely,A lot,A little,None,Excellent,"$2,001 - $4,000",No debt,18,19.6633873,Employed and school
12667,Female,"Yes, enrolled in school",12th grade,Your parent's home,0,Very,No,No,Yes,Yes,Assemblies of God (Assembly of God),Once a month,,0,No,,Yes,About once a month,Never,Once a day or more,Never,Never,Yes,Very often,Fairly often,Rarely,Very happy,Agree,Disagree,Sometimes,A lot,None,None,Very good,No income,$401 - $600,21,18.02124023,In school only
12670,Male,"Yes, enrolled in school",12th grade,Your own place,1,Not very,Yes,No,No,Yes,Baptist,A few times a year,,40,Yes,One to two days a week,Yes,A few times a month,Five or more times,About once a month,A few times a week,Once or twice,No,Very often,Sometimes,Rarely,Somewhat happy,Strongly agree,Disagree,Sometimes,A lot,None,None,Very good,"$4,001 - $6,000",$401 - $600,19,27.38486862,Employed and school
12678,Male,"Yes, enrolled in school",Four years of college/grad school,Your parent's home,2,Somewhat,No,No,No,No,,,,20,Yes,About once a day,Yes,About once a week,Once or twice,A few times a week,Never,Once or twice,No,Fairly often,Sometimes,Never,Somewhat happy,Agree,Disagree,Sometimes,A lot,A little,None,Very good,"$18,001 - $20,000",No debt,22,25.24551201,Employed and school
12679,Female,"No, not in school",Four years of college/grad school,Your own place,1,Very,Yes,Yes,Yes,Yes,Lutheran,Many times a year,,38,Yes,About once a day,Yes,A few times a week,Once or twice,Never,Never,Never,Yes,Very often,Very often,Very often,Somewhat happy,Agree,Agree,Sometimes,Some,Some,None,Very good,"$20,001 - $22,000",No debt,22,22.39451981,Employed
12687,Male,"Yes, enrolled in school",Two years of college,"Group quarters, like a dorm, sorority, or fraternity house",0,Not very,No,No,No,Yes,Lutheran,Once a month,,0,Yes,About once a day,Unsure/Don't know,A few times a month,Once or twice,Never,Never,Never,No,Fairly often,Rarely,Never,Very happy,Strongly agree,Disagree,Rarely,A lot,A little,None,Excellent,"$4,001 - $6,000",No debt,20,21.56192207,In school only
12700,Female,"No, not in school",One year of college,Your own place,1,Extremely important,Yes,Yes,Yes,Yes,Church of God,2-3 times a month,,0,No,,Yes,Never,,Never,Never,Never,No,Very often,Sometimes,Never,Very happy,Agree,Disagree,Rarely,A lot,Some,None,Excellent,"$10,001 - 12,000",$601 - $800,20,27.43572044,Out of labor force
12703,Female,"Yes, enrolled in school",Three years of college,Your parent's home,0,Somewhat,No,No,No,No,,,,20,Yes,Several times a day,Yes,About once a month,Never,Never,A few times a year,Never,Yes,Very often,Rarely,Rarely,Very happy,Agree,Disagree,Sometimes,A lot,A little,None,Excellent,"$4,001 - $6,000",No debt,21,21.30303001,Employed and school
12711,Female,"No, not in school",12th grade,Another person's home,1,Extremely important,Yes,Yes,No,Yes,Baptist,A few times a year,,0,Yes,Three to five days a week,Yes,A few times a year,Never,Never,Never,Never,Yes,Very often,Fairly often,Rarely,Somewhat happy,Agree,Strongly disagree,Rarely,A lot,Some,None,Very good,"$2,001 - $4,000","$1,801 - $2,000",19,25.74462891,No school or work but looking
12716,Female,"Yes, enrolled in school",One year of college,"Group quarters, like a dorm, sorority, or fraternity house",0,Extremely important,No,No,No,Yes,Presbyterian,Once a week,,5,Yes,One to two days a week,Yes,A few times a year,Never,Never,Never,Never,Yes,Very often,Rarely,Never,Neither,Agree,Disagree,Rarely,Some,A little,A little,Very good,"$2,001 - $4,000",$200 or less,18,22.14033699,Employed and school
12726,Male,"Yes, enrolled in school",12th grade,"Group quarters, like a dorm, sorority, or fraternity house",0,Very,Yes,Yes,Yes,Yes,Episcopalian,Many times a year,,12,Yes,Less than every few weeks,Yes,Never,,Never,Never,Never,Yes,Fairly often,Sometimes,Rarely,Somewhat unhappy,Agree,Agree,Rarely,Some,A little,None,Excellent,"$4,001 - $6,000",No debt,18,19.6633873,Employed and school
12735,Male,"Yes, enrolled in school",11th grade,Your parent's home,1,Very,Yes,Yes,Yes,Yes,Baptist,Many times a year,,12,Yes,Several times a day,Yes,About once a month,Never,Never,Never,Never,No,Very often,Never,Never,Very happy,Agree,Disagree,Never,A lot,None,None,Excellent,"$2,001 - $4,000",No debt,18,26.62248611,Employed and school
12736,Male,"Yes, enrolled in school",11th grade,Your parent's home,4,Not important at all,No,No,No,Yes,Lutheran,A few times a year,Agnostic,19,Yes,Less than every few weeks,No,Never,,Never,Never,Once or twice,No,Sometimes,Rarely,Never,Somewhat happy,Agree,Disagree,Rarely,Some,Some,None,Good,"$4,001 - $6,000",$200 or less,18,26.87022209,Employed and school
12745,Male,"No, not in school",12th grade,Your parent's home,0,Not very,No,No,No,Yes,Catholic,Once a month,,60,Yes,One to two days a week,Unsure/Don't know,A few times a year,Never,Never,Never,Never,No,Sometimes,Never,Never,Very happy,Strongly agree,Disagree,Never,A lot,None,None,Excellent,"$44,001 - $46,000","$10,001 or more",20,29.02233124,Employed
12761,Female,"No, not in school",12th grade,Your own place,5,Very,No,No,Yes,Yes,Baptist,2-3 times a month,,0,No,,Yes,A few times a year,Once or twice,Once a day or more,A few times a year,Once or twice,Yes,Sometimes,Sometimes,Rarely,Somewhat unhappy,Disagree,Agree,Sometimes,Some,Some,A little,Fair,No income,No debt,23,24.02832031,No school or work but looking
12765,Male,"No, not in school",One year of college,Your parent's home,2,Not important at all,No,No,No,Yes,Methodist,A few times a year,,50,Yes,About once a day,Yes,A few times a month,Once or twice,Once a day or more,Never,Never,Yes,Fairly often,Rarely,Never,Somewhat happy,Agree,Disagree,Never,A lot,None,None,Excellent,"$48,001 - $50,000","$10,001 or more",19,19.73754883,Employed
12771,Female,"Yes, enrolled in school",11th grade,Your parent's home,0,Not very,No,No,No,Yes,Catholic,A few times a year,,20,Yes,Several times a day,Yes,A few times a month,Never,About once a week,A few times a year,Once or twice,Yes,Sometimes,Never,Never,Somewhat unhappy,Agree,Disagree,Sometimes,A lot,None,None,Good,"$2,000 or Less","$801 - $1,000",18,30.17559814,Employed and school
12794,Male,"No, not in school",12th grade,Your parent's home,0,Somewhat,Yes,No,No,No,,,Not religious,50,Yes,Less than every few weeks,Yes,A few times a year,Never,A few times a week,Never,Never,Yes,Very often,Very often,Very often,Very unhappy,Strongly disagree,Agree,Always,None,A lot,A lot,Poor,"$4,001 - $6,000","$4,201 - $4,400",21,29.52702713,Employed
12800,Male,"No, not in school",11th grade,Another person's home,2,Not important at all,No,No,No,No,,,Not religious,0,No,,Unsure/Don't know,A few times a week,Three or four times,Once a day or more,Never,Once or twice,Yes,Rarely,Never,Never,Very happy,Disagree,Disagree,Sometimes,Some,Some,None,Very good,"$2,001 - $4,000",No debt,18,33.90239334,No school or work but looking
12809,Female,"Yes, enrolled in school",Five years of college/grad school,Your own place,0,Very,Yes,Yes,No,Yes,Baptist,2-3 times a month,,5,Yes,About once a day,Yes,A few times a year,Never,Never,Never,Never,No,Fairly often,Rarely,Never,Somewhat happy,Agree,Disagree,Rarely,A lot,Some,A little,Very good,"$2,000 or Less",No debt,22,18.89277077,Employed and school
12815,Male,"Yes, enrolled in school",11th grade,Your parent's home,0,Somewhat,No,No,No,Yes,Catholic,2-3 times a month,,15,Yes,About once a day,Yes,A few times a year,Never,Never,Never,Never,No,Sometimes,Rarely,Never,Somewhat happy,Agree,Disagree,Never,A lot,Some,None,Excellent,"$2,000 or Less",No debt,18,25.1071434,Employed and school
12825,Female,"Yes, enrolled in school",Two years of college,Your parent's home,0,Extremely important,Yes,No,Yes,Yes,Christian or just Christian,Once a month,,20,Yes,Every few weeks,Yes,A few times a month,Never,Once a day or more,Never,Once or twice,Yes,Very often,Very often,Sometimes,Somewhat unhappy,Disagree,Agree,Usually,A little,Some,None,Fair,"$2,001 - $4,000",No debt,20,18.55945778,Employed and school
12832,Male,"No, not in school",12th grade,Your own place,0,Somewhat,No,No,No,No,,,Something else,0,No,,Yes,About once a week,Once or twice,Never,Once a day or more,Once or twice,No,Very often,Never,Never,Very happy,Agree,Disagree,Never,A lot,None,None,Very good,"$8,001 - $10,000",No debt,22,22.46272278,No school or work but looking
